partition,codon,alpha,beta,alpha=beta,LRT,p-value,Total branch length,class
1,143,3.843,0,1.883,2.194,0.1386,0.016,Neutral
1,144,7.892,0,4.472,4.294,0.0382,0.038,Purifying
1,145,0,0,0,0,1,0,Invariable
1,146,0,0,0,0,1,0,Invariable
1,147,1.024,0,0.696,0.743,0.3887,0.006,Neutral
1,148,1.12,0,0.71,0.811,0.3677,0.006,Neutral
1,149,9.058,0,5.382,4.887,0.0271,0.045,Purifying
1,150,1.124,0,0.767,0.75,0.3864,0.006,Neutral
1,151,0,0,0,0,1,0,Invariable
1,152,0,0,0,0,1,0,Invariable
1,153,0.934,0,0.649,0.716,0.3975,0.005,Neutral
1,154,1.024,0,0.696,0.743,0.3887,0.006,Neutral
1,155,3.892,0,2.512,2.512,0.113,0.021,Neutral
1,156,0,0,0,0,1,0,Invariable
1,157,1.006,0,0.676,0.76,0.3835,0.006,Neutral
1,158,2.394,0,1.874,1.213,0.2706,0.016,Neutral
1,159,0,0,0,0,1,0.009,Neutral
1,160,0.766,0,0.569,0.581,0.446,0.005,Neutral
1,161,0.523,0,0.452,0.283,0.595,0.004,Neutral
1,162,0,0,0,0,1,0,Invariable
1,163,1.01,0,0.692,0.729,0.3932,0.006,Neutral
1,164,0.884,0,0.623,0.683,0.4087,0.014,Neutral
1,165,0.779,0,0.575,0.589,0.4427,0.005,Neutral
1,166,5.658,0,3.568,3.392,0.0655,0.03,Purifying
1,167,1.105,0,0.711,0.769,0.3804,0.006,Neutral
1,168,1.312,0,1.089,0.701,0.4025,0.024,Neutral
1,169,1.28,0,0.764,0.842,0.3587,0.006,Neutral
1,170,0,0,0,0,1,0.009,Neutral
1,171,0,0,0,0,1,0,Invariable
1,172,3.419,0,2.3,2.373,0.1235,0.019,Neutral
1,173,0,0,0,0,1,0,Invariable
1,174,0,0,0,0,1,0,Invariable
1,175,11.355,0,6.106,4.738,0.0295,0.051,Purifying
1,176,1.176,0,0.864,0.536,0.464,0.007,Neutral
1,177,0,0,0,0,1,0,Invariable
1,178,0,0,0,0,1,0,Invariable
1,179,7.463,0,4.372,4.215,0.0401,0.037,Purifying
1,180,1.095,0,0.746,0.685,0.4079,0.006,Neutral
1,181,0,0,0,0,1,0,Invariable
1,182,0,0,0,0,1,0,Invariable
1,183,0,0,0,0,1,0,Invariable
1,184,3.127,0,1.836,2.046,0.1526,0.015,Neutral
1,185,0,0,0,0,1,0,Invariable
1,186,0,0,0,0,1,0,Invariable
1,187,0,0,0,0,1,0,Invariable
1,188,0,0,0,0,1,0,Invariable
1,189,1.01,0,0.692,0.729,0.3932,0.006,Neutral
1,190,0,23.727,2.474,2.25,0.1336,0.021,Neutral
1,191,0,0,0,0,1,0,Invariable
1,192,0,0,0,0,1,0,Invariable
1,193,1.843,23.233,2.87,0.535,0.4645,0.049,Neutral
1,194,6.96,3.502,6.901,0.094,0.7586,0.064,Neutral
1,195,2.232,0,1.467,1.599,0.206,0.012,Neutral
1,196,6.515,0,3.64,3.741,0.0531,0.031,Purifying
1,197,1.126,2.61,1.548,0.298,0.5854,0.024,Neutral
1,198,3.494,0,1.891,1.718,0.1899,0.016,Neutral
1,199,3.277,0,1.912,2.068,0.1504,0.016,Neutral
1,200,1.005,0,0.689,0.738,0.3902,0.006,Neutral
1,201,3.762,0,1.832,2.122,0.1452,0.015,Neutral
1,202,1.043,0,0.705,0.743,0.3888,0.006,Neutral
1,203,0,0,0,0,1,0,Invariable
1,204,1.184,0,0.824,0.739,0.3901,0.019,Neutral
1,205,2.384,0,1.637,1.54,0.2147,0.025,Neutral
1,206,10.779,0,6.168,5.44,0.0197,0.052,Purifying
1,207,0,0,0,0,1,0,Invariable
1,208,0,0,0,0,1,0,Invariable
1,209,2.358,0,1.525,1.673,0.1958,0.013,Neutral
1,210,5.049,0,2.376,2.979,0.0843,0.02,Purifying
1,211,0,0,0,0,1,0.011,Neutral
1,212,1.045,0,0.685,0.777,0.3782,0.006,Neutral
1,213,0,0,0,0,1,0,Invariable
1,214,0.841,0,0.666,0.443,0.5055,0.019,Neutral
1,215,0,0,0,0,1,0.025,Neutral
1,216,0,0,0,0,1,0,Invariable
1,217,0.977,0,0.767,0.424,0.5148,0.006,Neutral
1,218,6.568,0,2.935,3.629,0.0568,0.025,Purifying
1,219,0,0,0,0,1,0,Invariable
1,220,0,0,0,0,1,0,Invariable
1,221,5.18,0,3.286,3.367,0.0665,0.028,Purifying
1,222,3.12,0,2.001,2.102,0.1471,0.026,Neutral
1,223,1.754,0,0.941,1.05,0.3056,0.008,Neutral
1,224,0,0,0,0,1,0,Invariable
1,225,0,0,0,0,1,0.011,Neutral
1,226,0,0,0,0,1,0.011,Neutral
1,227,0,0,0,0,1,0,Invariable
1,228,0,0,0,0,1,0,Invariable
1,229,0,0,0,0,1,0,Invariable
1,230,3.364,0,2.252,2.34,0.1261,0.019,Neutral
1,231,0.18,0,0,-0.002,1,0.006,Neutral
1,232,6.446,0,3.863,3.189,0.0741,0.042,Purifying
1,233,6.21,0,3.082,3.15,0.0759,0.026,Purifying
1,234,4.235,0,3.306,2.049,0.1523,0.028,Neutral
1,235,0,0,0,0,1,0,Invariable
1,236,0.791,0,0.564,0.618,0.4317,0.005,Neutral
1,237,0,0,0,0,1,0,Invariable
1,238,0,0,0,0,1,0,Invariable
1,239,0,0,0,0,1,0,Invariable
1,240,0,0,0,0,1,0,Invariable
1,241,4.265,0,2.432,2.4,0.1214,0.02,Neutral
1,242,1.716,0,1.213,1.297,0.2548,0.01,Neutral
1,243,1.051,0,0.685,0.749,0.3867,0.006,Neutral
1,244,0,0,0,0,1,0,Invariable
1,245,0,0,0,0,1,0.007,Neutral
1,246,1.299,0,0.924,0.583,0.4452,0.008,Neutral
1,247,1.006,0,0.677,0.757,0.3841,0.006,Neutral
1,248,2.307,0,1.745,1.326,0.2496,0.022,Neutral
1,249,0.792,0,0.573,0.602,0.4379,0.005,Neutral
1,250,0,0,0,0,1,0,Invariable
1,251,1.024,0,0.696,0.743,0.3887,0.006,Neutral
1,252,2.647,0,1.1,1.841,0.1748,0.009,Neutral
1,253,0.758,0,0.564,0.576,0.448,0.005,Neutral
1,254,3.636,0,2.048,2.03,0.1542,0.027,Neutral
1,255,1.849,0,0.917,1.108,0.2926,0.008,Neutral
1,256,0.983,0,0.679,0.725,0.3944,0.006,Neutral
1,257,1.401,0,0.974,0.783,0.3761,0.066,Neutral
1,258,1.262,0,0.803,0.802,0.3706,0.007,Neutral
1,259,0,0,0,0,1,0,Invariable
1,260,0,0,0,0,1,0,Invariable
1,261,4.996,0,2.525,2.818,0.0932,0.021,Purifying
1,262,1.43,0,0.868,0.955,0.3284,0.007,Neutral
1,263,7.143,0,3.298,3.698,0.0545,0.028,Purifying
1,264,0,0,0,0,1,0,Invariable
1,265,0,0,0,0,1,0,Invariable
1,266,0,0,0,0,1,0,Invariable
1,267,0,0,0,0,1,0,Invariable
1,268,0,0,0,0,1,0,Invariable
1,269,3.117,0,1.856,1.985,0.1588,0.016,Neutral
1,270,0,0,0,0,1,0,Invariable
1,271,0,0,0,0,1,0,Invariable
1,272,0,0,0,0,1,0,Invariable
1,273,2.307,0,1.643,1.463,0.2265,0.022,Neutral
1,274,0,0,0,0,1,0,Invariable
1,275,0,0,0,0,1,0,Invariable
1,276,2.114,0,1.207,1.258,0.262,0.02,Neutral
1,277,0,0,0,0,1,0,Invariable
1,278,2.695,0,2.106,1.528,0.2164,0.025,Neutral
1,279,0,0,0,0,1,0.009,Neutral
1,280,0,0,0,0,1,0,Invariable
1,281,1.008,0,0.738,0.604,0.4372,0.032,Neutral
1,282,0.936,0,0.655,0.696,0.4043,0.006,Neutral
1,283,1.356,0,1.099,0.733,0.3919,0.009,Neutral
1,284,2.692,0,1.717,1.876,0.1708,0.014,Neutral
1,285,0.934,0,0.649,0.716,0.3975,0.005,Neutral
1,286,0,0,0,0,1,0.013,Neutral
1,287,0,0,0,0,1,0,Invariable
1,288,0.767,0,0.57,0.594,0.4409,0.043,Neutral
1,289,0.807,0,0.576,0.631,0.427,0.005,Neutral
1,290,0,0,0,0,1,0,Invariable
1,291,8.053,0,4.106,3.609,0.0575,0.057,Purifying
1,292,3.033,0,1.484,1.385,0.2392,0.038,Neutral
1,293,1.368,0,0.808,0.936,0.3334,0.007,Neutral
1,294,0,0,0,0,1,0,Invariable
1,295,2.461,0,1.642,1.524,0.217,0.024,Neutral
1,296,3.563,0,2.652,1.403,0.2362,0.022,Neutral
1,297,2.525,0,1.003,1.691,0.1935,0.026,Neutral
1,298,0,0,0,0,1,0,Invariable
1,299,0.806,0,0.585,0.597,0.4397,0.005,Neutral
1,300,0,0,0,0,1,0,Invariable
1,301,0.562,0,0.481,0.301,0.5833,0.004,Neutral
1,302,0.914,0,0.643,0.667,0.4142,0.005,Neutral
1,303,1.006,0,0.676,0.76,0.3835,0.006,Neutral
1,304,0.758,0,0.617,0.403,0.5254,0.005,Neutral
1,305,0,0,0,0,1,0,Invariable
1,306,0,0,0,0,1,0.009,Neutral
1,307,0,0,0,0,1,0.01,Neutral
1,308,0,0,0,0,1,0,Invariable
1,309,6.985,0,4.826,3.347,0.0673,0.041,Purifying
1,310,0,0,0,0,1,0,Invariable
1,311,4.777,0,2.309,2.648,0.1037,0.019,Neutral
1,312,0,0,0,0,1,0,Invariable
1,313,0,0,0,0,1,0,Invariable
1,314,3.297,0,2.125,1.793,0.1806,0.018,Neutral
1,315,3.72,0,2.043,2.319,0.1278,0.029,Neutral
1,316,0,0,0,0,1,0,Invariable
1,317,0,0,0,0,1,0,Invariable
1,318,0,0,0,0,1,0,Invariable
1,319,0,0,0,0,1,0.019,Neutral
1,320,0,0,0,0,1,0,Invariable
1,321,0,0,0,0,1,0,Invariable
1,322,0,0,0,0,1,0,Invariable
1,323,0,0,0,0,1,0,Invariable
1,324,0,0,0,0,1,0,Invariable
1,325,0,0,0,0,1,0,Invariable
1,326,0,0,0,0,1,0,Invariable
