isolate,accession,location,date,species,sample_id,label_format,branch_format
D_mel_USA_2023_ME-F-1_Chaq_virus_Complete_CDS_1,PQ625187,Colorado,2023,melanogaster,Colorado_2023_PQ625187,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_ME-F-1_Chaq_virus_Complete_CDS_2,PQ625188,Maine,2023,melanogaster,Maine_2023_PQ625188,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-F-2_Chaq_virus_Partial_CDS,PQ625189,Maine,2023,melanogaster,Maine_2023_PQ625189,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-F-3_Chaq_virus_Complete_CDS,PQ625190,Maine,2023,melanogaster,Maine_2023_PQ625190,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-1_Chaq_virus_Complete_CDS,PQ625191,Maine,2023,melanogaster,Maine_2023_PQ625191,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-2_Chaq_virus_Complete_CDS_1,PQ625192,Maine,2023,melanogaster,Maine_2023_PQ625192,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-2_Chaq_virus_Complete_CDS_2,PQ625193,Maine,2023,melanogaster,Maine_2023_PQ625193,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-7_Chaq_virus_Complete_CDS_1,PQ625194,Maine,2023,melanogaster,Maine_2023_PQ625194,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-8_Chaq_virus_Complete_CDS,PQ625195,Maine,2023,melanogaster,Maine_2023_PQ625195,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-11_Chaq_virus_Complete_CDS,PQ625196,Maine,2023,melanogaster,Maine_2023_PQ625196,label #f44336 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Myrtle-E9_Chaq_virus_Complete_CDS,PQ625197,Colorado,2023,melanogaster,Colorado_2023_PQ625197,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_OH-M-5_Chaq_virus_Complete_CDS,PQ625198,Ohio,2023,melanogaster,Ohio_2023_PQ625198,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Peach-13-H7_Chaq_virus_Complete_CDS,PQ625199,Unknown,2023,melanogaster,Unknown_2023_PQ625199,NA,NA
D_mel_USA_2023_Penn-F-1_Chaq_virus_Complete_CDS,PQ625200,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625200,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-2_Chaq_virus_Complete_CDS_1,PQ625201,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625201,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-2_Chaq_virus_Complete_CDS_2,PQ625202,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625202,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-3_Chaq_virus_Complete_CDS,PQ625203,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625203,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-4_Chaq_virus_Complete_CDS,PQ625204,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625204,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-6_Chaq_virus_Complete_CDS,PQ625205,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625205,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-9_Chaq_virus_Complete_CDS,PQ625206,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625206,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-12_Chaq_virus_Complete_CDS,PQ625207,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625207,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-2_Chaq_virus_Complete_CDS_1,PQ625208,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625208,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-2_Chaq_virus_Complete_CDS_2,PQ625209,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625209,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-8_Chaq_virus_Complete_CDS,PQ625210,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625210,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-10_Chaq_virus_Complete_CDS,PQ625211,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625211,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-11_Chaq_virus_Complete_CDS_1,PQ625212,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625212,label #5b5b5b normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-14_Chaq_virus_Complete_CDS,PQ625213,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625213,label #5b5b5b normal 1,label #CC6600 normal 1
D_sim_USA_2023_ME-M-3_Chaq_virus_Complete_CDS,PQ625214,Maine,2023,undetermined,Maine_2023_PQ625214,label #f44336 normal 1,label #CC6600 normal 1
,MH384356,Australia,2008,melanogaster,Australia_2008_MH384356,label #b45f06 normal 1,label #A0A0A0 normal 1
,MH384363,Australia,2008,melanogaster,Australia_2008_MH384363,label #b45f06 normal 1,label #A0A0A0 normal 1
,MH384367,Australia,2008,melanogaster,Australia_2008_MH384367,label #b45f06 normal 1,label #A0A0A0 normal 1
,MH384375,Australia,2008,melanogaster,Australia_2008_MH384375,label #b45f06 normal 1,label #A0A0A0 normal 1
,MH384381,Australia,2008,melanogaster,Australia_2008_MH384381,label #b45f06 normal 1,label #A0A0A0 normal 1
,MT742163,Colorado,2017,melanogaster,Colorado_2017_MT742163,label #0000FF normal 1,label #0000FF normal 1
,MT742167,Colorado,2018,melanogaster,Colorado_2018_MT742167,label #0000FF normal 1,label #0000FF normal 1
,MW976837,Australia,2018,simulans,Australia_2018_MW976837,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976840,Australia,2018,simulans,Australia_2018_MW976840,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976841,Australia,2018,simulans,Australia_2018_MW976841,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976842,Australia,2018,simulans,Australia_2018_MW976842,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976843,Australia,2018,simulans,Australia_2018_MW976843,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976844,Australia,2018,simulans,Australia_2018_MW976844,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976845,Australia,2018,simulans,Australia_2018_MW976845,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976846,Australia,2018,simulans,Australia_2018_MW976846,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976847,Australia,2018,simulans,Australia_2018_MW976847,label #b45f06 normal 1,label #A0A0A0 normal 1
,MW976848,Australia,2018,simulans,Australia_2018_MW976848,label #b45f06 normal 1,label #A0A0A0 normal 1
,OR729013,Colorado,2020,melanogaster,Colorado_2020_OR729013,label #0000FF normal 1,label #0000FF normal 1
,OR729014,Colorado,2020,melanogaster,Colorado_2020_OR729014,label #0000FF normal 1,label #0000FF normal 1
,OR729015,Colorado,2020,melanogaster,Colorado_2020_OR729015,label #0000FF normal 1,label #0000FF normal 1
,OR729016,Colorado,2020,melanogaster,Colorado_2020_OR729016,label #0000FF normal 1,label #0000FF normal 1
,OR729017,Colorado,2021,melanogaster,Colorado_2021_OR729017,label #0000FF normal 1,label #0000FF normal 1
,OR729018,Colorado,2021,melanogaster,Colorado_2021_OR729018,label #0000FF normal 1,label #0000FF normal 1
,OR729019,Colorado,2021,melanogaster,Colorado_2021_OR729019,label #0000FF normal 1,label #0000FF normal 1
,OR729020,Colorado,2021,melanogaster,Colorado_2021_OR729020,label #0000FF normal 1,label #0000FF normal 1
,OR729021,Colorado,2021,melanogaster,Colorado_2021_OR729021,label #0000FF normal 1,label #0000FF normal 1
,OR729022,Colorado,2021,melanogaster,Colorado_2021_OR729022,label #0000FF normal 1,label #0000FF normal 1
,OR729023,Colorado,2021,melanogaster,Colorado_2021_OR729023,label #0000FF normal 1,label #0000FF normal 1
,OR729024,Colorado,2021,melanogaster,Colorado_2021_OR729024,label #0000FF normal 1,label #0000FF normal 1
,OR729025,Colorado,2021,melanogaster,Colorado_2021_OR729025,label #0000FF normal 1,label #0000FF normal 1
,OR729026,Colorado,2021,melanogaster,Colorado_2021_OR729026,label #0000FF normal 1,label #0000FF normal 1
,OR729027,Colorado,2021,melanogaster,Colorado_2021_OR729027,label #0000FF normal 1,label #0000FF normal 1
,OR729028,Colorado,2021,melanogaster,Colorado_2021_OR729028,label #0000FF normal 1,label #0000FF normal 1
,OR729029,Colorado,2021,melanogaster,Colorado_2021_OR729029,label #0000FF normal 1,label #0000FF normal 1
,OR729030,Colorado,2021,melanogaster,Colorado_2021_OR729030,label #0000FF normal 1,label #0000FF normal 1
,OR729031,Colorado,2021,melanogaster,Colorado_2021_OR729031,label #0000FF normal 1,label #0000FF normal 1
,OR729032,Colorado,2021,melanogaster,Colorado_2021_OR729032,label #0000FF normal 1,label #0000FF normal 1
,OR729033,Colorado,2021,melanogaster,Colorado_2021_OR729033,label #0000FF normal 1,label #0000FF normal 1
,OR729034,Colorado,2021,melanogaster,Colorado_2021_OR729034,label #0000FF normal 1,label #0000FF normal 1
,OR729035,Colorado,2021,melanogaster,Colorado_2021_OR729035,label #0000FF normal 1,label #0000FF normal 1
,OR729036,Colorado,2021,melanogaster,Colorado_2021_OR729036,label #0000FF normal 1,label #0000FF normal 1
,OR820567,Illinois,1930,melanogaster,Illinois_1930_OR820567,label #351c75 normal 1,label #000000 normal 1
,OR820571,Minnesota,1919,melanogaster,Minnesota_1919_OR820571,label #134f5c normal 1,label #000000 normal 1
,OR820594,California,2000,simulans,California_2000_OR820594,label #0b5394 normal 1,label #000000 normal 1
SRX10234784_Chaq,PV185880,Australia,2018,simulans,Australia_2018_PV185880,label #b45f06 normal 1,label #A0A0A0 normal 1
