isolate,accession,location,date,species,sample_id,label_format,branch_format
D_mel_USA_2023_500-M-84_Galbut_virus_RNA1_Complete_CDS,PQ625075,Colorado,2023,melanogaster,Colorado_2023_PQ625075,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_500-M-F10_Galbut_virus_RNA1_Complete_CDS,PQ625076,Colorado,2023,melanogaster,Colorado_2023_PQ625076,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_500-M-F11_Galbut_virus_RNA1_Partial_CDS,PQ625077,Colorado,2023,melanogaster,Colorado_2023_PQ625077,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_500-M-G2_Galbut_virus_RNA1_Complete_CDS,PQ625078,Colorado,2023,melanogaster,Colorado_2023_PQ625078,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-A7_Galbut_virus_RNA1_Complete_CDS,PQ625079,Colorado,2023,melanogaster,Colorado_2023_PQ625079,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-B6_Galbut_virus_RNA1_Complete_CDS,PQ625080,Colorado,2023,melanogaster,Colorado_2023_PQ625080,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-C2_Galbut_virus_RNA1_Complete_CDS,PQ625081,Colorado,2023,melanogaster,Colorado_2023_PQ625081,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-D1_Galbut_virus_RNA1_Complete_CDS,PQ625082,Colorado,2023,melanogaster,Colorado_2023_PQ625082,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-D3_Galbut_virus_RNA1_Partial_CDS,PQ625083,Colorado,2023,melanogaster,Colorado_2023_PQ625083,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F1_Galbut_virus_RNA1_Partial_CDS,PQ625084,Colorado,2023,melanogaster,Colorado_2023_PQ625084,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F6_Galbut_virus_RNA1_Complete_CDS,PQ625085,Colorado,2023,melanogaster,Colorado_2023_PQ625085,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-31_Galbut_virus_RNA1_Complete_CDS,PQ625086,Colorado,2023,melanogaster,Colorado_2023_PQ625086,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-36_Galbut_virus_RNA1_Complete_CDS,PQ625087,Colorado,2023,melanogaster,Colorado_2023_PQ625087,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-40_Galbut_virus_RNA1_Complete_CDS,PQ625088,Colorado,2023,melanogaster,Colorado_2023_PQ625088,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-44_Galbut_virus_RNA1_Complete_CDS,PQ625089,Colorado,2023,melanogaster,Colorado_2023_PQ625089,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-0818-D4_Galbut_virus_RNA1_Complete_CDS,PQ625090,Colorado,2023,melanogaster,Colorado_2023_PQ625090,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-F-0818-D11_Galbut_virus_RNA1_Complete_CDS,PQ625091,Colorado,2023,melanogaster,Colorado_2023_PQ625091,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-G3_Galbut_virus_RNA1_Complete_CDS,PQ625092,Colorado,2023,melanogaster,Colorado_2023_PQ625092,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-M-8_Galbut_virus_RNA1_Complete_CDS,PQ625093,Colorado,2023,melanogaster,Colorado_2023_PQ625093,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-M-19_Galbut_virus_RNA1_Complete_CDS,PQ625094,Colorado,2023,melanogaster,Colorado_2023_PQ625094,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-M-0818-A5_Galbut_virus_RNA1_Complete_CDS,PQ625095,Colorado,2023,melanogaster,Colorado_2023_PQ625095,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-M-0818-A7_Galbut_virus_RNA1_Partial_CDS,PQ625096,Colorado,2023,melanogaster,Colorado_2023_PQ625096,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1020-M-0818-A10_Galbut_virus_RNA1_Complete_CDS,PQ625097,Colorado,2023,melanogaster,Colorado_2023_PQ625097,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-F-8_Galbut_virus_RNA1_Complete_CDS,PQ625098,Colorado,2023,melanogaster,Colorado_2023_PQ625098,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-F-21_Galbut_virus_RNA1_Complete_CDS,PQ625099,Colorado,2023,melanogaster,Colorado_2023_PQ625099,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-M-3_Galbut_virus_RNA1_Complete_CDS,PQ625100,Colorado,2023,melanogaster,Colorado_2023_PQ625100,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-M-4_Galbut_virus_RNA1_Complete_CDS,PQ625101,Colorado,2023,melanogaster,Colorado_2023_PQ625101,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-M-21_Galbut_virus_RNA1_Complete_CDS,PQ625102,Colorado,2023,melanogaster,Colorado_2023_PQ625102,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_1428-M-42_Galbut_virus_RNA1_Complete_CDS,PQ625103,Colorado,2023,melanogaster,Colorado_2023_PQ625103,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Adobe-B4_Galbut_virus_RNA1_Complete_CDS,PQ625104,Colorado,2023,melanogaster,Colorado_2023_PQ625104,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Adobe-B6_Galbut_virus_RNA1_Complete_CDS,PQ625105,Colorado,2023,melanogaster,Colorado_2023_PQ625105,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Adobe-B8_Galbut_virus_RNA1_Complete_CDS,PQ625106,Colorado,2023,melanogaster,Colorado_2023_PQ625106,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Adobe-C2_Galbut_virus_RNA1_Complete_CDS,PQ625107,Colorado,2023,melanogaster,Colorado_2023_PQ625107,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Briarwood-D9_Galbut_virus_RNA1_Complete_CDS,PQ625108,Colorado,2023,melanogaster,Colorado_2023_PQ625108,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-0825-B1_Galbut_virus_RNA1_Complete_CDS,PQ625109,Colorado,2023,melanogaster,Colorado_2023_PQ625109,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-0825-C10_Galbut_virus_RNA1_Complete_CDS,PQ625110,Colorado,2023,melanogaster,Colorado_2023_PQ625110,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-0911-F4_Galbut_virus_RNA1_Complete_CDS,PQ625111,Colorado,2023,melanogaster,Colorado_2023_PQ625111,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-1006-G6_Galbut_virus_RNA1_Complete_CDS,PQ625112,Colorado,2023,melanogaster,Colorado_2023_PQ625112,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-1006-G7_Galbut_virus_RNA1_Complete_CDS,PQ625113,Colorado,2023,melanogaster,Colorado_2023_PQ625113,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-1006-H2_Galbut_virus_RNA1_Complete_CDS,PQ625114,Colorado,2023,melanogaster,Colorado_2023_PQ625114,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_CVID-1006-H3_Galbut_virus_RNA1_Complete_CDS,PQ625115,Colorado,2023,melanogaster,Colorado_2023_PQ625115,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_James-A4_Galbut_virus_RNA1_Complete_CDS,PQ625116,Colorado,2023,melanogaster,Colorado_2023_PQ625116,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_James-A5_Galbut_virus_RNA1_Complete_CDS,PQ625117,Colorado,2023,melanogaster,Colorado_2023_PQ625117,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_ME-F-1_Galbut_virus_RNA1_Complete_CDS,PQ625118,Maine,2023,melanogaster,Maine_2023_PQ625118,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-F-3_Galbut_virus_RNA1_Complete_CDS,PQ625119,Maine,2023,melanogaster,Maine_2023_PQ625119,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-1_Galbut_virus_RNA1_Complete_CDS,PQ625120,Maine,2023,melanogaster,Maine_2023_PQ625120,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-2_Galbut_virus_RNA1_Complete_CDS,PQ625121,Maine,2023,melanogaster,Maine_2023_PQ625121,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-4_Galbut_virus_RNA1_Complete_CDS,PQ625122,Maine,2023,melanogaster,Maine_2023_PQ625122,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-6_Galbut_virus_RNA1_Complete_CDS,PQ625123,Maine,2023,melanogaster,Maine_2023_PQ625123,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-7_Galbut_virus_RNA1_Complete_CDS_1,PQ625124,Maine,2023,melanogaster,Maine_2023_PQ625124,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-7_Galbut_virus_RNA1_Complete_CDS_2,PQ625125,Maine,2023,melanogaster,Maine_2023_PQ625125,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-8_Galbut_virus_RNA1_Partial_CDS,PQ625126,Maine,2023,melanogaster,Maine_2023_PQ625126,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-10_Galbut_virus_RNA1_Complete_CDS,PQ625127,Maine,2023,melanogaster,Maine_2023_PQ625127,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-11_Galbut_virus_RNA1_Complete_CDS,PQ625128,Maine,2023,melanogaster,Maine_2023_PQ625128,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-14_Galbut_virus_RNA1_Complete_CDS,PQ625129,Maine,2023,melanogaster,Maine_2023_PQ625129,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-17_Galbut_virus_RNA1_Complete_CDS,PQ625130,Maine,2023,melanogaster,Maine_2023_PQ625130,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-18_Galbut_virus_RNA1_Complete_CDS,PQ625131,Maine,2023,melanogaster,Maine_2023_PQ625131,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-19_Galbut_virus_RNA1_Complete_CDS,PQ625132,Maine,2023,melanogaster,Maine_2023_PQ625132,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_ME-M-20_Galbut_virus_RNA1_Complete_CDS,PQ625133,Maine,2023,melanogaster,Maine_2023_PQ625133,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Myrtle-D5_Galbut_virus_RNA1_Complete_CDS,PQ625134,Colorado,2023,melanogaster,Colorado_2023_PQ625134,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Myrtle-D11_Galbut_virus_RNA1_Complete_CDS,PQ625135,Colorado,2023,melanogaster,Colorado_2023_PQ625135,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_Myrtle-E9_Galbut_virus_RNA1_Complete_CDS,PQ625136,Colorado,2023,melanogaster,Colorado_2023_PQ625136,label #0000FF normal 1,label #0000FF normal 1
D_mel_USA_2023_OH-M-5_Galbut_virus_RNA1_Complete_CDs,PQ625137,Ohio,2023,melanogaster,Ohio_2023_PQ625137,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Peach-8-F7_Galbut_virus_RNA1_Complete_CDS,PQ625138,Unknown,2023,melanogaster,Unknown_2023_PQ625138,label #CC6000 normal 1,label #CC6000 normal 1
D_mel_USA_2023_Peach-9-F8_Galbut_virus_RNA1_Complete_CDs,PQ625139,Unknown,2023,melanogaster,Unknown_2023_PQ625139,label #CC6000 normal 1,label #CC6000 normal 1
D_mel_USA_2023_Peach-10-F10_Galbut_virus_RNA1_Complete_CDS,PQ625140,Unknown,2023,melanogaster,Unknown_2023_PQ625140,label #CC6000 normal 1,label #CC6000 normal 1
D_mel_USA_2023_Peach-13-H7_Galbut_virus_RNA1_Complete_CDS,PQ625141,Unknown,2023,melanogaster,Unknown_2023_PQ625141,label #CC6000 normal 1,label #CC6000 normal 1
D_mel_USA_2023_Penn-F-2_Galbut_virus_RNA1_Complete_CDS,PQ625142,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625142,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-3_Galbut_virus_RNA1_Complete_CDS,PQ625143,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625143,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-4_Galbut_virus_RNA1_Complete_CDS_1,PQ625144,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625144,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-4_Galbut_virus_RNA1_Complete_CDS_2,PQ625145,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625145,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-9_Galbut_virus_RNA1_Complete_CDS,PQ625146,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625146,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-F-12_Galbut_virus_RNA1_Complete_CDS,PQ625147,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625147,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-2_Galbut_virus_RNA1_Complete_CDS,PQ625148,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625148,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-8_Galbut_virus_RNA1_Complete_CDS,PQ625149,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625149,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-10_Galbut_virus_RNA1_Complete_CDS,PQ625150,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625150,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-14_Galbut_virus_RNA1_Partial_CDS,PQ625151,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625151,label #CC6600 normal 1,label #CC6600 normal 1
D_mel_USA_2023_Penn-M-15_Galbut_virus_RNA1_Complete_CDS,PQ625152,Pennsylvania,2023,melanogaster,Pennsylvania_2023_PQ625152,label #CC6600 normal 1,label #CC6600 normal 1
D_sim_USA_2023_ME-M-3_Galbut_virus_RNA1_Complete_CDS,PQ625153,Maine,2023,undetermined,Maine_2023_PQ625153,label #CC6600 normal 1,label #CC6600 normal 1
galbut_EVE_from_Wallace_supp_fig_S10,EVE,,NA,melanogaster,_NA_EVE,label #006600 normal 1,label #006600 normal 1
,KX884152,China,2013,dipteran,China_2013_KX884152,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384335,Australia,2008,melanogaster,Australia_2008_MH384335,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384353,Australia,2008,melanogaster,Australia_2008_MH384353,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384360,Australia,2008,melanogaster,Australia_2008_MH384360,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384364,Australia,2008,melanogaster,Australia_2008_MH384364,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384372,Australia,2008,melanogaster,Australia_2008_MH384372,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MH384378,Australia,2008,melanogaster,Australia_2008_MH384378,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MT742160,Colorado,2017,melanogaster,Colorado_2017_MT742160,label #0000FF normal 1,label #0000FF normal 1
,MT742164,Colorado,2018,melanogaster,Colorado_2018_MT742164,label #0000FF normal 1,label #0000FF normal 1
,MW976823,Australia,2018,simulans,Australia_2018_MW976823,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976824,Australia,2018,simulans,Australia_2018_MW976824,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976825,Australia,2018,simulans,Australia_2018_MW976825,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976826,Australia,2018,simulans,Australia_2018_MW976826,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976827,Australia,2018,simulans,Australia_2018_MW976827,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976828,Australia,2018,simulans,Australia_2018_MW976828,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976829,Australia,2018,simulans,Australia_2018_MW976829,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976830,Australia,2018,simulans,Australia_2018_MW976830,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976831,Australia,2018,simulans,Australia_2018_MW976831,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976832,Australia,2018,simulans,Australia_2018_MW976832,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976833,Australia,2018,simulans,Australia_2018_MW976833,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976834,Australia,2018,simulans,Australia_2018_MW976834,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976835,Australia,2018,simulans,Australia_2018_MW976835,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,MW976836,Australia,2018,simulans,Australia_2018_MW976836,label #A0A0A0 normal 1,label #A0A0A0 normal 1
,OR729093,Colorado,2020,melanogaster,Colorado_2020_OR729093,label #0000FF normal 1,label #0000FF normal 1
,OR729094,Colorado,2020,melanogaster,Colorado_2020_OR729094,label #0000FF normal 1,label #0000FF normal 1
,OR729095,Colorado,2020,melanogaster,Colorado_2020_OR729095,label #0000FF normal 1,label #0000FF normal 1
,OR729096,Colorado,2020,melanogaster,Colorado_2020_OR729096,label #0000FF normal 1,label #0000FF normal 1
,OR729097,Colorado,2020,melanogaster,Colorado_2020_OR729097,label #0000FF normal 1,label #0000FF normal 1
,OR729098,Colorado,2020,melanogaster,Colorado_2020_OR729098,label #0000FF normal 1,label #0000FF normal 1
,OR729099,Colorado,2021,melanogaster,Colorado_2021_OR729099,label #0000FF normal 1,label #0000FF normal 1
,OR729100,Colorado,2021,melanogaster,Colorado_2021_OR729100,label #0000FF normal 1,label #0000FF normal 1
,OR729101,Colorado,2021,melanogaster,Colorado_2021_OR729101,label #0000FF normal 1,label #0000FF normal 1
,OR729102,Colorado,2021,melanogaster,Colorado_2021_OR729102,label #0000FF normal 1,label #0000FF normal 1
,OR729103,Colorado,2021,melanogaster,Colorado_2021_OR729103,label #0000FF normal 1,label #0000FF normal 1
,OR729104,Colorado,2021,melanogaster,Colorado_2021_OR729104,label #0000FF normal 1,label #0000FF normal 1
,OR729105,Colorado,2021,melanogaster,Colorado_2021_OR729105,label #0000FF normal 1,label #0000FF normal 1
,OR729106,Colorado,2021,melanogaster,Colorado_2021_OR729106,label #0000FF normal 1,label #0000FF normal 1
,OR729107,Colorado,2021,melanogaster,Colorado_2021_OR729107,label #0000FF normal 1,label #0000FF normal 1
,OR729108,Colorado,2021,melanogaster,Colorado_2021_OR729108,label #0000FF normal 1,label #0000FF normal 1
,OR729109,Colorado,2021,melanogaster,Colorado_2021_OR729109,label #0000FF normal 1,label #0000FF normal 1
,OR729110,Colorado,2021,melanogaster,Colorado_2021_OR729110,label #0000FF normal 1,label #0000FF normal 1
,OR729111,Colorado,2021,melanogaster,Colorado_2021_OR729111,label #0000FF normal 1,label #0000FF normal 1
,OR729112,Colorado,2021,melanogaster,Colorado_2021_OR729112,label #0000FF normal 1,label #0000FF normal 1
,OR729113,Colorado,2021,melanogaster,Colorado_2021_OR729113,label #0000FF normal 1,label #0000FF normal 1
,OR729114,Colorado,2021,melanogaster,Colorado_2021_OR729114,label #0000FF normal 1,label #0000FF normal 1
,OR729115,Colorado,2021,melanogaster,Colorado_2021_OR729115,label #0000FF normal 1,label #0000FF normal 1
,OR729116,Colorado,2021,melanogaster,Colorado_2021_OR729116,label #0000FF normal 1,label #0000FF normal 1
,OR729117,Colorado,2021,melanogaster,Colorado_2021_OR729117,label #0000FF normal 1,label #0000FF normal 1
,OR820562,Illinois,1908,melanogaster,Illinois_1908_OR820562,label #000000 normal 1,label #000000 normal 1
,OR820569,Illinois,1930,melanogaster,Illinois_1930_OR820569,label #000000 normal 1,label #000000 normal 1
,OR820575,Minnesota,1919,melanogaster,Minnesota_1919_OR820575,label #000000 normal 1,label #000000 normal 1
,OR820588,Pennsylvania,1963,melanogaster,Pennsylvania_1963_OR820588,label #000000 normal 1,label #000000 normal 1
,OR820596,California,2000,simulans,California_2000_OR820596,label #000000 normal 1,label #000000 normal 1
,OR820600,California,2011,simulans,California_2011_OR820600,label #000000 normal 1,label #000000 normal 1
