ME-F-3	PQ624912	1	1489	30249	1489	100	2872.82	39.3	60
ME-F-3	PQ625017	1	1569	17597	1569	100	1583.39	39.3	60
500-M-84	PQ625164	1	1450	399316	1450	100	38090.8	39	60
500-M-84	PQ624972	1	1571	493093	1571	100	44080.9	38.9	60
500-M-84	PQ624863	1	1498	318246	1498	100	29865.9	38.9	60
500-M-84	PQ625075	1	1684	161981	1684	100	13500.4	38.9	60
1428-M-4	PQ625177	1	1444	6051	1444	100	565.356	39	60
1428-M-4	PQ624998	1	1564	14554	1564	100	1270.29	39	60
1428-M-4	PQ624892	1	1487	12259	1487	100	1116.29	39	60
1428-M-4	PQ625101	1	1680	10572	1680	100	843.134	39	60
1020-F-31	PQ625086	1	1686	58349	1686	100	4793.02	38.9	60
1020-F-31	PQ625170	1	1452	67093	1452	100	6399.62	38.9	60
1020-F-31	PQ624983	1	1568	141562	1568	100	12531.2	38.9	60
1020-F-31	PQ624875	1	1500	85225	1500	100	7902.07	38.9	60
1020-F-36	PQ625087	1	1660	214	1660	100	17.9482	39	60
1020-F-36	PQ624876	1	1483	2252	1483	100	209.947	39	60
1020-F-36	PQ624984	1	1564	2008	1564	100	176.921	39	60
1020-A7	PQ624868	1	1490	13214	1490	100	1222.2	39	44.8
1020-A7	PQ624976	1	1571	19569	1571	100	1707.74	39	60
1020-A7	PQ625166	1	1452	7615	1452	100	722.369	39	60
1020-A7	PQ624867	1	1482	16375	1482	100	1527.53	39	45.7
1020-A7	PQ625079	1	1667	19043	1667	100	1567.75	39	60
CVID-1006-G7	PQ625183	1	1452	13493	1452	100	1263.21	39	60
CVID-1006-G7	PQ625113	1	1682	8721	1682	100	706.577	39	60
CVID-1006-G7	PQ625010	1	1575	19886	1575	100	1723.45	39	60
CVID-1006-G7	PQ624905	1	1490	14028	1490	100	1284.81	38.9	60
1020-B6	PQ624869	1	1498	24163	1498	100	2200.71	39	60
1020-B6	PQ624977	1	1572	31094	1572	100	2705.37	39	60
1020-B6	PQ625167	1	1453	9731	1453	100	905.899	39	60
1020-B6	PQ625080	1	1660	11568	1660	100	940.25	39	60
ME-M-19	PQ624927	1	1492	225460	1492	100	21532.1	39.3	60
ME-M-19	PQ625132	1	1680	10035	1680	100	844.119	39.3	60
ME-M-19	PQ625031	1	1575	81716	1575	100	7400.39	39.3	60
Penn-F-12	PQ625207	1	1418	829	1418	100	84.0303	39.3	60
Penn-F-12	PQ625147	1	1671	2939	1671	100	250.803	39.1	60
Penn-F-12	PQ625049	1	1572	7131	1572	100	652.05	39.1	60
Penn-F-12	PQ624944	1	1488	2450	1488	100	236.731	39.1	60
500-M-83	PQ624971	1	1573	24474	1573	100	2124.41	39	60
500-M-83	PQ624862	1	1500	20594	1500	100	1869.58	39	60
500-M-83	PQ625074	1	1685	19812	1685	100	1586.83	39	60
ME-M-6	PQ625123	1	1676	2503	1676	100	215.185	39.1	60
ME-M-6	PQ625022	1	1575	11132	1575	100	1015.16	39.1	60
ME-M-6	PQ624917	1	1494	36906	1494	100	3553.88	39.1	60
1020-F6	PQ624874	1	1484	2303	1484	100	212.371	39.1	60
1020-F6	PQ625169	1	1421	1509	1421	100	143.987	39	60
1020-F6	PQ624982	1	1569	3058	1569	100	268.736	39.1	60
1020-F6	PQ625085	1	1635	1569	1635	100	132.328	39.1	60
ME-M-20	PQ625032	1	1574	21255	1574	100	1917.78	39.2	60
ME-M-20	PQ625133	1	1677	3855	1677	100	324.262	39.1	60
ME-M-20	PQ624928	1	1508	60684	1508	100	5732.35	39.3	60
Myrtle-E9	PQ625197	1	1412	4962	1412	100	484.574	38.8	60
Myrtle-E9	PQ625136	1	1680	6283	1680	100	509.657	38.9	60
Myrtle-E9	PQ625035	1	1571	5083	1571	100	431.302	38.9	60
Myrtle-E9	PQ624931	1	1500	9148	1500	100	834.361	39	60
Penn-M-15	PQ625152	1	1685	453644	1685	100	38272.6	39.2	60
Penn-M-15	PQ624951	1	1497	617996	1497	100	59219.3	39.2	60
Penn-M-15	PQ625055	1	1568	992018	1568	100	90481.5	39.2	60
1020-M-0818-A5	PQ625095	1	1685	117992	1685	100	9575.77	38.9	60
1020-M-0818-A5	PQ625174	1	1451	190428	1451	100	18068.3	39	60
1020-M-0818-A5	PQ624885	1	1498	263039	1498	100	24152.3	38.9	60
1020-M-0818-A5	PQ624992	1	1569	373499	1569	100	32712.6	38.9	60
1020-C2	PQ624978	1	1565	2620	1565	100	230.184	39	60
1020-C2	PQ624870	1	1482	3889	1482	100	365.994	39	60
1020-C2	PQ625081	1	1630	478	1630	100	40.4755	38.9	60
500-M-65-2	PQ624859	1	1484	8752	1484	100	802.125	38.9	60
500-M-65-2	PQ624968	1	1572	12033	1572	100	1042.24	38.9	60
500-M-65-2	PQ625071	1	1682	7478	1682	100	598.513	38.9	60
500-M-65-2	PQ625161	1	1449	3908	1449	100	366.292	39	60
500-F-21	PQ624847	1	1493	1794	1493	100	162.759	39	60
500-F-21	PQ624957	1	1573	303	1573	100	25.1647	39.3	53.5
500-F-21	PQ625061	1	1661	197	1661	100	15.9253	39	60
500-F-21	PQ624958	1	1565	533	1565	100	44.4946	39.1	56.4
CVID-0825-B1	PQ625109	1	1667	266	1667	100	21.6587	38.9	60
CVID-0825-B1	PQ625006	1	1566	1220	1566	100	106.732	38.9	60
CVID-0825-B1	PQ624901	1	1492	3437	1492	100	314.929	38.9	60
500-M-61	PQ624858	1	1486	19127	1486	100	1745.12	39	60
500-M-61	PQ624967	1	1570	30701	1570	100	2669.83	39	60
500-M-61	PQ625070	1	1686	17817	1686	100	1416.28	39	60
500-M-61	PQ625160	1	1436	10656	1436	100	998.58	39.1	60
1428-F-8	PQ624888	1	1483	4343	1483	100	401.631	38.9	60
1428-F-8	PQ625098	1	1667	3961	1667	100	322.351	39	60
1428-F-8	PQ624995	1	1562	5993	1562	100	525.15	38.9	60
1428-F-8	PQ625176	1	1421	1752	1421	100	167.591	38.9	60
ME-M-18	PQ625030	1	1575	17557	1575	100	1556.55	39.3	60
ME-M-18	PQ624926	1	1507	53019	1507	100	4920.77	39.3	60
ME-M-18	PQ625131	1	1674	2326	1674	100	192.293	39.2	60
1020-M-8	PQ624990	1	1571	3987	1571	100	355.65	38.9	60
1020-M-8	PQ625093	1	1639	462	1639	100	38.3777	38.8	60
1020-M-8	PQ624883	1	1490	4529	1490	100	422.468	38.9	60
ME-M-7	PQ624919	1	1481	865	1481	100	80.3315	39.4	59.4
ME-M-7	PQ625124	1	1685	3620	1685	100	302.601	39.2	59.9
ME-M-7	PQ625125	1	1676	597	1676	100	48.9654	39.3	59.9
ME-M-7	PQ624918	1	1508	42160	1508	100	3996.62	39.1	60
ME-M-7	PQ625194	1	1402	415	1402	100	41.0478	39.3	59.9
ME-M-7	PQ625023	1	1575	27920	1575	100	2538.33	39.1	60
ME-M-7	PQ625024	1	1562	1442	1562	100	129.1	39.3	59.7
Penn-M-11	PQ625053	1	1562	334	1562	100	30.6895	39.3	60
Penn-M-11	PQ624949	1	1403	208	1403	100	20.2302	39.4	60
Penn-M-11	PQ625212	1	1455	336	1455	100	32.1677	39.5	60
500-F-67	PQ624850	1	1479	8134	1479	100	754.829	39	60
500-F-67	PQ625063	1	1674	6163	1674	100	503.708	39	60
500-F-67	PQ624960	1	1570	7824	1570	100	680.236	39	60
1428-M-42	PQ625178	1	1457	145042	1457	100	14336.7	39.2	60
1428-M-42	PQ625103	1	1681	92610	1681	100	7908.75	39.2	60
1428-M-42	PQ625000	1	1571	217118	1571	100	19932.2	39.1	60
1428-M-42	PQ624895	1	1502	160652	1502	100	15395.9	39.2	60
500-M-F11	PQ624974	1	1563	2432	1563	100	204.66	39	60
500-M-F11	PQ624865	1	1491	3039	1491	100	269.052	39	60
500-M-F11	PQ625077	1	1633	466	1633	100	36.0367	38.8	60
ME-M-14	PQ624924	1	1506	71517	1506	100	6758.08	39.3	60
ME-M-14	PQ625129	1	1683	6924	1683	100	581.992	39.3	60
ME-M-14	PQ625028	1	1576	40104	1576	100	3617.86	39.3	60
CVID-1006-H3	PQ625115	1	1683	22907	1683	100	1874.08	38.9	60
CVID-1006-H3	PQ625185	1	1450	13431	1450	100	1282.9	39	60
CVID-1006-H3	PQ624907	1	1481	21365	1481	100	1995.4	38.9	60
CVID-1006-H3	PQ625012	1	1571	36683	1571	100	3236.24	38.9	60
ME-M-4	PQ625122	1	1682	3357	1682	100	281.756	39.3	60
ME-M-4	PQ624916	1	1507	44641	1507	100	4165.76	39.2	60
ME-M-4	PQ625021	1	1577	27182	1577	100	2450.77	39.2	60
ME-M-8	PQ624920	1	1485	304	1485	100	29.7912	39.2	59.5
ME-M-8	PQ625126	1	1620	158	1620	100	14.1284	39.3	60
ME-M-8	PQ625025	1	1559	428	1559	100	40.0051	39	60
Penn-F-9	PQ625146	1	1687	158875	1687	100	13260.8	39.2	60
Penn-F-9	PQ624943	1	1486	189169	1486	100	18048.9	39.2	60
Penn-F-9	PQ625206	1	1456	733711	1456	100	71605.3	39.2	60
Penn-F-9	PQ625048	1	1572	319342	1572	100	28653.9	39.1	60
Peach-10-F10	PQ625140	1	1679	11010	1679	100	874.682	39	60
Peach-10-F10	PQ625039	1	1571	11622	1571	100	987.304	39	60
Peach-10-F10	PQ624935	1	1486	8649	1486	100	782.986	39	60
ME-F-1	PQ625118	1	1683	14637	1683	100	1227.91	39.1	60
ME-F-1	PQ624910	1	1508	92600	1508	100	8756.15	39.3	60
ME-F-1	PQ625187	1	1100	41	1100	100	5.47545	39.4	59
ME-F-1	PQ625015	1	1575	31118	1575	100	2790.43	39.3	60
ME-F-1	PQ625188	1	1161	50	1161	100	5.8329	38.9	60
500-M-G2	PQ624866	1	1494	2941	1494	100	266.534	39	60
500-M-G2	PQ625078	1	1671	242	1671	100	19.1508	39.1	60
500-M-G2	PQ624975	1	1572	905	1572	100	76.2615	38.8	60
ME-M-2	PQ624915	1	1502	62051	1502	100	5907.92	39.2	60
ME-M-2	PQ625020	1	1572	31050	1572	100	2815.97	39.2	60
ME-M-2	PQ625193	1	1455	13425	1455	100	1311.55	39.2	59.9
ME-M-2	PQ625192	1	1454	21427	1454	100	2099.44	39.3	60
ME-M-2	PQ625121	1	1681	20655	1681	100	1755.1	39.2	60
1020-M-0818-A10	PQ624887	1	1486	5521	1486	100	506.323	39	60
1020-M-0818-A10	PQ624994	1	1570	5070	1570	100	440.679	39	60
1020-M-0818-A10	PQ625097	1	1670	504	1670	100	40.3611	39	59.9
500-M-17	PQ624962	1	1573	21440	1573	100	1845.31	39	60
500-M-17	PQ624852	1	1490	26315	1490	100	2397.96	39	60
500-M-17	PQ625065	1	1686	16757	1686	100	1331.29	39	60
500-M-17	PQ625157	1	1454	15187	1454	100	1392.87	39	60
OH-M-5	PQ625036	1	1560	60334	1560	100	4942.04	39.1	60
OH-M-5	PQ624932	1	1487	47164	1487	100	4047.4	39.1	60
OH-M-5	PQ625137	1	1684	28072	1684	100	2110.9	39.1	60
OH-M-5	PQ625198	1	1455	21722	1455	100	1910.88	39.1	60
500-F-41	PQ624848	1	1502	110954	1502	100	10103.2	39	59.9
500-F-41	PQ625156	1	1450	135101	1450	100	12679.8	39	60
500-F-41	PQ624959	1	1570	443324	1570	100	38573.9	39	60
500-F-41	PQ624849	1	1501	197385	1501	100	17971.1	39	60
500-F-41	PQ625062	1	1684	149256	1684	100	12070.1	38.9	60
mel-20-TD-3	PQ625057	1	1648	375	1648	100	32.9351	38.8	60
mel-20-TD-3	PQ624842	1	1461	1496	1461	100	148.612	39.1	57.6
mel-20-TD-3	PQ624953	1	1573	1385	1573	100	126.183	39	60
mel-20-TD-3	PQ624841	1	1490	1113	1490	100	109.037	39	57.3
James-A5	PQ625117	1	1661	280	1661	100	24.1288	39	59.9
James-A5	PQ625014	1	1569	1122	1569	100	103.248	39.1	60
James-A5	PQ625186	1	1396	164	1396	100	16.9255	39.4	60
James-A5	PQ624909	1	1485	570	1485	100	53.6263	39.2	59.6
500-F-11	PQ624956	1	1568	8659	1568	100	760.679	38.9	60
500-F-11	PQ625060	1	1673	7625	1673	100	623.574	38.9	60
500-F-11	PQ625155	1	1450	4254	1450	100	404.006	38.9	60
500-F-11	PQ624846	1	1489	9015	1489	100	841.328	39	60
Penn-F-6	PQ625205	1	1408	126	1408	100	12.6925	38.9	60
Penn-F-6	PQ625046	1	1545	252	1545	100	23.255	39.2	60
Adobe-B8	PQ625179	1	1453	335593	1453	100	33354	39.1	60
Adobe-B8	PQ625003	1	1567	505713	1567	100	46576	39	60
Adobe-B8	PQ625106	1	1685	195598	1685	100	16740.5	39	60
Adobe-B8	PQ624898	1	1497	408754	1497	100	39485.1	39	60
1020-G3	PQ624882	1	1491	4702	1491	100	422.903	39	60
1020-G3	PQ624989	1	1569	4644	1569	100	401.169	39	60
1020-G3	PQ625092	1	1643	541	1643	100	43.2051	39	60
ME-F-2	PQ625189	1	1391	190	1391	100	19.3947	39.2	60
ME-F-2	PQ624911	1	1480	392	1480	100	37.4493	39.1	59.9
ME-F-2	PQ625016	1	1564	194	1564	100	17.5844	39.3	60
1020-D1	PQ624871	1	1482	4047	1482	100	364.2	39	60
1020-D1	PQ624979	1	1564	2255	1564	100	191.292	39	60
1020-D1	PQ625082	1	1663	386	1663	100	30.54	39.1	60
CVID-1006-G6	PQ625182	1	1409	4584	1409	100	442.727	39	60
CVID-1006-G6	PQ625009	1	1555	12352	1555	100	1092.94	38.9	60
CVID-1006-G6	PQ625112	1	1687	11640	1687	100	941.667	38.9	60
CVID-1006-G6	PQ624904	1	1482	15771	1482	100	1455.26	39	60
Penn-M-14	PQ625213	1	1413	364	1413	100	35.9802	39.4	60
Penn-M-14	PQ625054	1	1565	1395	1565	100	128.323	39.1	60
Penn-M-14	PQ625151	1	1620	535	1620	100	47.3457	39.2	60
Penn-M-14	PQ624950	1	1483	651	1483	100	62.9177	39.3	60
1020-F-40	PQ624877	1	1482	1405	1482	100	131.491	38.9	45.3
1020-F-40	PQ625171	1	1409	2591	1409	100	253.167	39	60
1020-F-40	PQ624985	1	1567	4568	1567	100	401.476	38.9	60
1020-F-40	PQ625088	1	1644	1339	1644	100	111.34	38.9	60
1020-F-40	PQ624878	1	1482	1180	1482	100	109.938	38.9	45.7
Briarwood-D9	PQ624900	1	1487	17364	1487	100	1612.11	39	60
Briarwood-D9	PQ625108	1	1682	9709	1682	100	791.487	38.9	60
Briarwood-D9	PQ625005	1	1571	21370	1571	100	1878.48	38.9	60
Briarwood-D9	PQ625180	1	1454	40572	1454	100	3862.56	39	60
Peach-9-F8	PQ624934	1	1487	9176	1487	100	835.922	39	60
Peach-9-F8	PQ625038	1	1569	13118	1569	100	1131.4	38.9	60
Peach-9-F8	PQ625139	1	1680	13558	1680	100	1091.86	39	60
Penn-M-10	PQ625211	1	1454	2035840	1454	100	200100	39.2	60
Penn-M-10	PQ624948	1	1501	422744	1501	100	40102.5	39.2	60
Penn-M-10	PQ625150	1	1687	366543	1687	100	30741	39.2	60
Penn-M-10	PQ625052	1	1558	881314	1558	100	80426.9	39.2	60
1428-F-21	PQ625099	1	1662	1123	1662	100	95.9266	39.2	60
1428-F-21	PQ624889	1	1494	9880	1494	100	954.369	39.2	60
1428-F-21	PQ624996	1	1570	6111	1570	100	558.374	39.2	60
1428-M-6	PQ624893	1	1485	470	1485	100	43.0653	39.1	59.8
