"","segment","codon","alpha","beta","alpha.beta","LRT","p.value","Total.branch.length"
"169","RNA1",103,0,0,0,0,1,0
"170","RNA1",104,0,0,0,0,1,0
"171","RNA1",108,0,0,0,0,1,0
"172","RNA1",110,0,0,0,0,1,0
"173","RNA1",112,0,0,0,0,1,0
"174","RNA1",113,0,0,0,0,1,0
"175","RNA1",114,0,0,0,0,1,0
"176","RNA1",116,0,0,0,0,1,0
"177","RNA1",117,0,0,0,0,1,0
"178","RNA1",118,0,0,0,0,1,0
"179","RNA1",120,0,0,0,0,1,0
"180","RNA1",121,0,0,0,0,1,0
"181","RNA1",122,0,0,0,0,1,0
"182","RNA1",123,0,0,0,0,1,0
"183","RNA1",124,0,0,0,0,1,0
"184","RNA1",125,0,0,0,0,1,0
"185","RNA1",127,0,0,0,0,1,0
"186","RNA1",131,0,0,0,0,1,0
"187","RNA1",132,0,0,0,0,1,0
"188","RNA1",134,0,0,0,0,1,0
"189","RNA1",136,0,0,0,0,1,0
"190","RNA1",139,0,0,0,0,1,0
"191","RNA1",142,0,0,0,0,1,0
"192","RNA1",143,0,0,0,0,1,0
"193","RNA1",144,0,0,0,0,1,0
"194","RNA1",145,0,0,0,0,1,0
"195","RNA1",152,0,0,0,0,1,0
"196","RNA1",153,0,0,0,0,1,0
"197","RNA1",155,0,0,0,0,1,0
"198","RNA1",156,0,0,0,0,1,0
"199","RNA1",157,0,0,0,0,1,0
"200","RNA1",158,0,0,0,0,1,0
"201","RNA1",160,0,0,0,0,1,0
"202","RNA1",165,0,0,0,0,1,0
"203","RNA1",166,0,0,0,0,1,0
"204","RNA1",168,0,0,0,0,1,0
"205","RNA1",169,0,0,0,0,1,0
"206","RNA1",171,0,0,0,0,1,0
"207","RNA1",173,0,0,0,0,1,0
"208","RNA1",175,0,0,0,0,1,0
"209","RNA1",179,0,0,0,0,1,0
"210","RNA1",181,0,0,0,0,1,0
"211","RNA1",184,0,0,0,0,1,0
"212","RNA1",189,0,0,0,0,1,0
"213","RNA1",192,0,0,0,0,1,0
"214","RNA1",194,0,0,0,0,1,0
"215","RNA1",195,0,0,0,0,1,0
"216","RNA1",196,0,0,0,0,1,0
"217","RNA1",197,0,0,0,0,1,0
"218","RNA1",198,0,0,0,0,1,0
"219","RNA1",199,0,0,0,0,1,0
"220","RNA1",200,0,0,0,0,1,0
"221","RNA1",201,0,0,0,0,1,0
"222","RNA1",203,0,0,0,0,1,0
"223","RNA1",204,0,0,0,0,1,0
"224","RNA1",206,0,0,0,0,1,0
"225","RNA1",207,0,0,0,0,1,0
"226","RNA1",208,0,0,0,0,1,0
"227","RNA1",216,0,0,0,0,1,0
"228","RNA1",220,0,0,0,0,1,0
"229","RNA1",221,0,0,0,0,1,0
"230","RNA1",223,0,0,0,0,1,0
"231","RNA1",226,0,0,0,0,1,0
"232","RNA1",239,0,0,0,0,1,0
"233","RNA1",240,0,0,0,0,1,0
"234","RNA1",242,0,0,0,0,1,0
"235","RNA1",243,0,0,0,0,1,0
"236","RNA1",244,0,0,0,0,1,0
"237","RNA1",247,0,0,0,0,1,0
"238","RNA1",249,0,0,0,0,1,0
"239","RNA1",252,0,0,0,0,1,0
"240","RNA1",253,0,0,0,0,1,0
"241","RNA1",262,0,0,0,0,1,0
"242","RNA1",263,0,0,0,0,1,0
"243","RNA1",264,0,0,0,0,1,0
"244","RNA1",267,0,0,0,0,1,0
"245","RNA1",269,0,0,0,0,1,0
"246","RNA1",277,0,0,0,0,1,0
"247","RNA1",281,0,0,0,0,1,0
"248","RNA1",291,0,0,0,0,1,0
"249","RNA1",293,0,0,0,0,1,0
"250","RNA1",300,0,0,0,0,1,0
"251","RNA1",302,0,0,0,0,1,0
"252","RNA1",303,0,0,0,0,1,0
"253","RNA1",307,0,0,0,0,1,0
"254","RNA1",308,0,0,0,0,1,0
"255","RNA1",309,0,0,0,0,1,0
"256","RNA1",310,0,0,0,0,1,0
"257","RNA1",324,0,0,0,0,1,0
"258","RNA1",330,0,0,0,0,1,0
"259","RNA1",331,0,0,0,0,1,0
"260","RNA1",332,0,0,0,0,1,0
"261","RNA1",333,0,0,0,0,1,0
"262","RNA1",336,0,0,0,0,1,0
"263","RNA1",337,0,0,0,0,1,0
"264","RNA1",343,0,0,0,0,1,0
"265","RNA1",344,0,0,0,0,1,0
"266","RNA1",345,0,0,0,0,1,0
"267","RNA1",350,0,0,0,0,1,0
"268","RNA1",351,0,0,0,0,1,0
"269","RNA1",355,0,0,0,0,1,0
"270","RNA1",356,0,0,0,0,1,0
"271","RNA1",357,0,0,0,0,1,0
"272","RNA1",358,0,0,0,0,1,0
"273","RNA1",359,0,0,0,0,1,0
"274","RNA1",360,0,0,0,0,1,0
"275","RNA1",361,0,0,0,0,1,0
"276","RNA1",362,0,0,0,0,1,0
"277","RNA1",365,0,0,0,0,1,0
"278","RNA1",366,0,0,0,0,1,0
"279","RNA1",371,0,0,0,0,1,0
"280","RNA1",372,0,0,0,0,1,0
"281","RNA1",374,0,0,0,0,1,0
"282","RNA1",375,0,0,0,0,1,0
"283","RNA1",376,0,0,0,0,1,0
"284","RNA1",377,0,0,0,0,1,0
"285","RNA1",378,0,0,0,0,1,0
"286","RNA1",379,0,0,0,0,1,0
"287","RNA1",380,0,0,0,0,1,0
"288","RNA1",381,0,0,0,0,1,0
"289","RNA1",382,0,0,0,0,1,0
"290","RNA1",383,0,0,0,0,1,0
"291","RNA1",384,0,0,0,0,1,0
"292","RNA1",385,0,0,0,0,1,0
"293","RNA1",387,0,0,0,0,1,0
"294","RNA1",392,0,0,0,0,1,0
"295","RNA1",393,0,0,0,0,1,0
"296","RNA1",398,0,0,0,0,1,0
"297","RNA1",399,0,0,0,0,1,0
"298","RNA1",405,0,0,0,0,1,0
"299","RNA1",406,0,0,0,0,1,0
"300","RNA1",407,0,0,0,0,1,0
"301","RNA1",409,0,0,0,0,1,0
"302","RNA1",414,0,0,0,0,1,0
"303","RNA1",422,0,0,0,0,1,0
"304","RNA1",425,0,0,0,0,1,0
"305","RNA1",428,0,0,0,0,1,0
"306","RNA1",429,0,0,0,0,1,0
"307","RNA1",432,0,0,0,0,1,0
"308","RNA1",434,0,0,0,0,1,0
"309","RNA1",439,0,0,0,0,1,0
"310","RNA1",443,0,0,0,0,1,0
"311","RNA1",445,0,0,0,0,1,0
"312","RNA1",447,0,0,0,0,1,0
"313","RNA1",459,0,0,0,0,1,0
"314","RNA1",466,0,0,0,0,1,0
"315","RNA1",467,0,0,0,0,1,0
"316","RNA1",472,0,0,0,0,1,0
"317","RNA1",473,0,0,0,0,1,0
"318","RNA1",474,0,0,0,0,1,0
"319","RNA1",483,0,0,0,0,1,0
"320","RNA1",486,0,0,0,0,1,0
"321","RNA1",493,0,0,0,0,1,0
"322","RNA1",496,0,0,0,0,1,0
"323","RNA1",499,0,0,0,0,1,0
"324","RNA1",500,0,0,0,0,1,0
"325","RNA1",506,0,0,0,0,1,0
"326","RNA1",513,0,0,0,0,1,0
"327","RNA1",517,0,0,0,0,1,0
"328","RNA1",525,0,0,0,0,1,0
"329","RNA1",530,0,0,0,0,1,0
"330","RNA1",532,0,0,0,0,1,0
"331","RNA1",535,0,0,0,0,1,0
"332","RNA1",536,0,0,0,0,1,0
"333","RNA1",537,0,0,0,0,1,0
"334","RNA2",1,0,0,0,0,1,0
"335","RNA2",2,0,0,0,0,1,0
"336","RNA2",3,0,0,0,0,1,0
"337","RNA2",4,0,0,0,0,1,0
"338","RNA2",5,0,0,0,0,1,0
"339","RNA2",7,0,0,0,0,1,0
"340","RNA2",8,0,0,0,0,1,0
"341","RNA2",9,0,0,0,0,1,0
"342","RNA2",10,0,0,0,0,1,0
"343","RNA2",12,0,0,0,0,1,0
"344","RNA2",13,0,0,0,0,1,0
"345","RNA2",14,0,0,0,0,1,0
"346","RNA2",15,0,0,0,0,1,0
"347","RNA2",16,0,0,0,0,1,0
"348","RNA2",17,0,0,0,0,1,0
"349","RNA2",20,0,0,0,0,1,0
"350","RNA2",21,0,0,0,0,1,0
"351","RNA2",22,0,0,0,0,1,0
"352","RNA2",23,0,0,0,0,1,0
"353","RNA2",24,0,0,0,0,1,0
"354","RNA2",26,0,0,0,0,1,0
"355","RNA2",27,0,0,0,0,1,0
"356","RNA2",28,0,0,0,0,1,0
"357","RNA2",29,0,0,0,0,1,0
"358","RNA2",30,0,0,0,0,1,0
"359","RNA2",37,0,0,0,0,1,0
"360","RNA2",38,0,0,0,0,1,0
"361","RNA2",39,0,0,0,0,1,0
"362","RNA2",40,0,0,0,0,1,0
"363","RNA2",42,0,0,0,0,1,0
"364","RNA2",43,0,0,0,0,1,0
"365","RNA2",45,0,0,0,0,1,0
"366","RNA2",46,0,0,0,0,1,0
"367","RNA2",47,0,0,0,0,1,0
"368","RNA2",48,0,0,0,0,1,0
"369","RNA2",49,0,0,0,0,1,0
"370","RNA2",50,0,0,0,0,1,0
"371","RNA2",51,0,0,0,0,1,0
"372","RNA2",53,0,0,0,0,1,0
"373","RNA2",55,0,0,0,0,1,0
"374","RNA2",61,0,0,0,0,1,0
"375","RNA2",62,0,0,0,0,1,0
"376","RNA2",63,0,0,0,0,1,0
"377","RNA2",68,0,0,0,0,1,0
"378","RNA2",69,0,0,0,0,1,0
"379","RNA2",71,0,0,0,0,1,0
"380","RNA2",73,0,0,0,0,1,0
"381","RNA2",74,0,0,0,0,1,0
"382","RNA2",82,0,0,0,0,1,0
"383","RNA2",83,0,0,0,0,1,0
"384","RNA2",90,0,0,0,0,1,0
"385","RNA2",91,0,0,0,0,1,0
"386","RNA2",92,0,0,0,0,1,0
"387","RNA2",93,0,0,0,0,1,0
"388","RNA2",95,0,0,0,0,1,0
"389","RNA2",96,0,0,0,0,1,0
"390","RNA2",98,0,0,0,0,1,0
"391","RNA2",99,0,0,0,0,1,0
"392","RNA2",102,0,0,0,0,1,0
"393","RNA2",108,0,0,0,0,1,0
"394","RNA2",109,0,0,0,0,1,0
"395","RNA2",110,0,0,0,0,1,0
"396","RNA2",112,0,0,0,0,1,0
"397","RNA2",113,0,0,0,0,1,0
"398","RNA2",117,0,0,0,0,1,0
"399","RNA2",119,0,0,0,0,1,0
"400","RNA2",120,0,0,0,0,1,0
"401","RNA2",121,0,0,0,0,1,0
"402","RNA2",122,0,0,0,0,1,0
"403","RNA2",123,0,0,0,0,1,0
"404","RNA2",124,0,0,0,0,1,0
"405","RNA2",126,0,0,0,0,1,0
"406","RNA2",130,0,0,0,0,1,0
"407","RNA2",134,0,0,0,0,1,0
"408","RNA2",137,0,0,0,0,1,0
"409","RNA2",138,0,0,0,0,1,0
"410","RNA2",140,0,0,0,0,1,0
"411","RNA2",141,0,0,0,0,1,0
"412","RNA2",142,0,0,0,0,1,0
"413","RNA2",143,0,0,0,0,1,0
"414","RNA2",144,0,0,0,0,1,0
"415","RNA2",156,0,0,0,0,1,0
"416","RNA2",157,0,0,0,0,1,0
"417","RNA2",158,0,0,0,0,1,0
"418","RNA2",161,0,0,0,0,1,0
"419","RNA2",162,0,0,0,0,1,0
"420","RNA2",163,0,0,0,0,1,0
"421","RNA2",165,0,0,0,0,1,0
"422","RNA2",166,0,0,0,0,1,0
"423","RNA2",168,0,0,0,0,1,0
"424","RNA2",172,0,0,0,0,1,0
"425","RNA2",175,0,0,0,0,1,0
"426","RNA2",176,0,0,0,0,1,0
"427","RNA2",178,0,0,0,0,1,0
"428","RNA2",179,0,0,0,0,1,0
"429","RNA2",180,0,0,0,0,1,0
"430","RNA2",181,0,0,0,0,1,0
"431","RNA2",182,0,0,0,0,1,0
"432","RNA2",183,0,0,0,0,1,0
"433","RNA2",184,0,0,0,0,1,0
"434","RNA2",186,0,0,0,0,1,0
"435","RNA2",187,0,0,0,0,1,0
"436","RNA2",188,0,0,0,0,1,0
"437","RNA2",189,0,0,0,0,1,0
"438","RNA2",192,0,0,0,0,1,0
"439","RNA2",194,0,0,0,0,1,0
"440","RNA2",196,0,0,0,0,1,0
"441","RNA2",197,0,0,0,0,1,0
"442","RNA2",199,0,0,0,0,1,0
"443","RNA2",202,0,0,0,0,1,0
"444","RNA2",206,0,0,0,0,1,0
"445","RNA2",207,0,0,0,0,1,0
"446","RNA2",210,0,0,0,0,1,0
"447","RNA2",211,0,0,0,0,1,0
"448","RNA2",212,0,0,0,0,1,0
"449","RNA2",213,0,0,0,0,1,0
"450","RNA2",214,0,0,0,0,1,0
"451","RNA2",215,0,0,0,0,1,0
"452","RNA2",217,0,0,0,0,1,0
"453","RNA2",219,0,0,0,0,1,0
"454","RNA2",220,0,0,0,0,1,0
"455","RNA2",228,0,0,0,0,1,0
"456","RNA2",233,0,0,0,0,1,0
"457","RNA2",234,0,0,0,0,1,0
"458","RNA2",235,0,0,0,0,1,0
"459","RNA2",236,0,0,0,0,1,0
"460","RNA2",237,0,0,0,0,1,0
"461","RNA2",238,0,0,0,0,1,0
"462","RNA2",239,0,0,0,0,1,0
"463","RNA2",240,0,0,0,0,1,0
"464","RNA2",247,0,0,0,0,1,0
"465","RNA2",248,0,0,0,0,1,0
"466","RNA2",249,0,0,0,0,1,0
"467","RNA2",250,0,0,0,0,1,0
"468","RNA2",251,0,0,0,0,1,0
"469","RNA2",252,0,0,0,0,1,0
"470","RNA2",253,0,0,0,0,1,0
"471","RNA2",254,0,0,0,0,1,0
"472","RNA2",256,0,0,0,0,1,0
"473","RNA2",258,0,0,0,0,1,0
"474","RNA2",259,0,0,0,0,1,0
"475","RNA2",260,0,0,0,0,1,0
"476","RNA2",261,0,0,0,0,1,0
"477","RNA2",267,0,0,0,0,1,0
"478","RNA2",268,0,0,0,0,1,0
"479","RNA2",270,0,0,0,0,1,0
"480","RNA2",271,0,0,0,0,1,0
"481","RNA2",272,0,0,0,0,1,0
"482","RNA2",273,0,0,0,0,1,0
"483","RNA2",275,0,0,0,0,1,0
"484","RNA2",278,0,0,0,0,1,0
"485","RNA2",279,0,0,0,0,1,0
"486","RNA2",280,0,0,0,0,1,0
"487","RNA2",281,0,0,0,0,1,0
"488","RNA2",282,0,0,0,0,1,0
"489","RNA2",289,0,0,0,0,1,0
"490","RNA2",290,0,0,0,0,1,0
"491","RNA2",291,0,0,0,0,1,0
"492","RNA2",292,0,0,0,0,1,0
"493","RNA2",294,0,0,0,0,1,0
"494","RNA2",297,0,0,0,0,1,0
"495","RNA2",298,0,0,0,0,1,0
"496","RNA2",299,0,0,0,0,1,0
"497","RNA2",300,0,0,0,0,1,0
"498","RNA2",306,0,0,0,0,1,0
"499","RNA2",307,0,0,0,0,1,0
"500","RNA2",308,0,0,0,0,1,0
"501","RNA2",309,0,0,0,0,1,0
"502","RNA2",310,0,0,0,0,1,0
"503","RNA2",311,0,0,0,0,1,0
"504","RNA2",313,0,0,0,0,1,0
"505","RNA2",314,0,0,0,0,1,0
"506","RNA2",315,0,0,0,0,1,0
"507","RNA2",316,0,0,0,0,1,0
"508","RNA2",317,0,0,0,0,1,0
"509","RNA2",320,0,0,0,0,1,0
"510","RNA2",324,0,0,0,0,1,0
"511","RNA2",325,0,0,0,0,1,0
"512","RNA2",327,0,0,0,0,1,0
"513","RNA2",328,0,0,0,0,1,0
"514","RNA2",329,0,0,0,0,1,0
"515","RNA2",330,0,0,0,0,1,0
"516","RNA2",331,0,0,0,0,1,0
"517","RNA2",332,0,0,0,0,1,0
"518","RNA2",339,0,0,0,0,1,0
"519","RNA2",342,0,0,0,0,1,0
"520","RNA2",344,0,0,0,0,1,0
"521","RNA2",345,0,0,0,0,1,0
"522","RNA2",349,0,0,0,0,1,0
"523","RNA2",352,0,0,0,0,1,0
"524","RNA2",353,0,0,0,0,1,0
"525","RNA2",354,0,0,0,0,1,0
"526","RNA2",355,0,0,0,0,1,0
"527","RNA2",356,0,0,0,0,1,0
"528","RNA2",359,0,0,0,0,1,0
"529","RNA2",361,0,0,0,0,1,0
"530","RNA2",365,0,0,0,0,1,0
"531","RNA2",367,0,0,0,0,1,0
"532","RNA2",369,0,0,0,0,1,0
"533","RNA2",370,0,0,0,0,1,0
"534","RNA2",372,0,0,0,0,1,0
"535","RNA2",373,0,0,0,0,1,0
"536","RNA2",374,0,0,0,0,1,0
"537","RNA2",377,0,0,0,0,1,0
"538","RNA2",383,0,0,0,0,1,0
"539","RNA2",384,0,0,0,0,1,0
"540","RNA2",385,0,0,0,0,1,0
"541","RNA2",386,0,0,0,0,1,0
"542","RNA2",387,0,0,0,0,1,0
"543","RNA2",389,0,0,0,0,1,0
"544","RNA2",393,0,0,0,0,1,0
"545","RNA2",396,0,0,0,0,1,0
"546","RNA2",397,0,0,0,0,1,0
"547","RNA2",403,0,0,0,0,1,0
"548","RNA2",404,0,0,0,0,1,0
"549","RNA2",405,0,0,0,0,1,0
"550","RNA2",406,0,0,0,0,1,0
"551","RNA2",408,0,0,0,0,1,0
"552","RNA2",412,0,0,0,0,1,0
"553","RNA2",413,0,0,0,0,1,0
"554","RNA2",415,0,0,0,0,1,0
"555","RNA2",416,0,0,0,0,1,0
"556","RNA2",418,0,0,0,0,1,0
"557","RNA2",419,0,0,0,0,1,0
"558","RNA2",423,0,0,0,0,1,0
"559","RNA2",426,0,0,0,0,1,0
"560","RNA2",427,0,0,0,0,1,0
"561","RNA2",428,0,0,0,0,1,0
"562","RNA2",432,0,0,0,0,1,0
"563","RNA2",434,0,0,0,0,1,0
"564","RNA2",435,0,0,0,0,1,0
"565","RNA2",440,0,0,0,0,1,0
"566","RNA2",441,0,0,0,0,1,0
"567","RNA2",448,0,0,0,0,1,0
"568","RNA2",450,0,0,0,0,1,0
"569","RNA2",451,0,0,0,0,1,0
"570","RNA2",454,0,0,0,0,1,0
"571","RNA2",457,0,0,0,0,1,0
"572","RNA2",460,0,0,0,0,1,0
"573","RNA2",465,0,0,0,0,1,0
"574","RNA2",467,0,0,0,0,1,0
"575","RNA2",468,0,0,0,0,1,0
"576","RNA2",469,0,0,0,0,1,0
"577","RNA2",474,0,0,0,0,1,0
"578","RNA2",475,0,0,0,0,1,0
"579","RNA2",476,0,0,0,0,1,0
"580","RNA2",477,0,0,0,0,1,0
"581","RNA2",478,0,0,0,0,1,0
"582","RNA2",479,0,0,0,0,1,0
"583","RNA2",481,0,0,0,0,1,0
"584","RNA2",484,0,0,0,0,1,0
"585","RNA2",486,0,0,0,0,1,0
"586","RNA2",488,0,0,0,0,1,0
"587","RNA2",490,0,0,0,0,1,0
"588","RNA2",491,0,0,0,0,1,0
"589","RNA2",493,0,0,0,0,1,0
"590","RNA2",494,0,0,0,0,1,0
"591","RNA2",495,0,0,0,0,1,0
"592","RNA3",1,0,0,0,0,1,0
"593","RNA3",7,0,0,0,0,1,0
"594","RNA3",9,0,0,0,0,1,0
"595","RNA3",10,0,0,0,0,1,0
"596","RNA3",11,0,0,0,0,1,0
"597","RNA3",12,0,0,0,0,1,0
"598","RNA3",13,0,0,0,0,1,0
"599","RNA3",15,0,0,0,0,1,0
"600","RNA3",16,0,0,0,0,1,0
"601","RNA3",27,0,0,0,0,1,0
"602","RNA3",36,0,0,0,0,1,0
"603","RNA3",53,0,0,0,0,1,0
"604","RNA3",63,0,0,0,0,1,0
"605","RNA3",64,0,0,0,0,1,0
"606","RNA3",65,0,0,0,0,1,0
"607","RNA3",67,0,0,0,0,1,0
"608","RNA3",70,0,0,0,0,1,0
"609","RNA3",74,0,0,0,0,1,0
"610","RNA3",75,0,0,0,0,1,0
"611","RNA3",113,0,0,0,0,1,0
"612","RNA3",119,0,0,0,0,1,0
"613","RNA3",122,0,0,0,0,1,0
"614","RNA3",126,0,0,0,0,1,0
"615","RNA3",127,0,0,0,0,1,0
"616","RNA3",128,0,0,0,0,1,0
"617","RNA3",130,0,0,0,0,1,0
"618","RNA3",144,0,0,0,0,1,0
"619","RNA3",145,0,0,0,0,1,0
"620","RNA3",151,0,0,0,0,1,0
"621","RNA3",152,0,0,0,0,1,0
"622","RNA3",162,0,0,0,0,1,0
"623","RNA3",165,0,0,0,0,1,0
"624","RNA3",170,0,0,0,0,1,0
"625","RNA3",174,0,0,0,0,1,0
"626","RNA3",175,0,0,0,0,1,0
"627","RNA3",176,0,0,0,0,1,0
"628","RNA3",177,0,0,0,0,1,0
"629","RNA3",178,0,0,0,0,1,0
"630","RNA3",179,0,0,0,0,1,0
"631","RNA3",180,0,0,0,0,1,0
"632","RNA3",181,0,0,0,0,1,0
